date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:18:13	128860/128860	---M-Z	200	added ('OK')	text/html	etag:%221f75c-650bd7d8-1ce5a5cb350cc132;gz%22	https://themejunction.net/html/logiland/demo/index3.html	M:/New%20folder%20(3)/AGOL/themejunction.net/html/logiland/demo/index3.html	(from )
21:18:14	128/128	---M-Z	200	added ('OK')	text/plain	etag:%22137-1707830720;gz%22	https://themejunction.net/robots.txt		(from )
21:18:14	8003/8003	---M-Z	200	added ('OK')	image/svg+xml	etag:%221f43-650bd7d7-be4007d115d44a1a;gz%22	https://themejunction.net/html/logiland/demo/assets/images/fav.svg	M:/New%20folder%20(3)/AGOL/themejunction.net/html/logiland/demo/assets/images/fav.svg	(from https://themejunction.net/html/logiland/demo/index3.html)
21:18:15	220763/220763	---M-Z	200	added ('OK')	text/css	etag:%2235e5b-650bd7d3-4bdf0fe1661ae942;gz%22	https://themejunction.net/html/logiland/demo/assets/css/bootstrap.min.css	M:/New%20folder%20(3)/AGOL/themejunction.net/html/logiland/demo/assets/css/bootstrap.min.css	(from https://themejunction.net/html/logiland/demo/index3.html)
21:18:16	2705/2705	---M-Z	200	added ('OK')	text/css	etag:%22a91-650bd7d3-5d01aa21fd74db8d;gz%22	https://themejunction.net/html/logiland/demo/assets/css/meanmenu.css	M:/New%20folder%20(3)/AGOL/themejunction.net/html/logiland/demo/assets/css/meanmenu.css	(from https://themejunction.net/html/logiland/demo/index3.html)
21:18:16	7510/7510	---M-Z	200	added ('OK')	text/css	etag:%221d56-650bd7d4-d4aca4300d88f1fb;gz%22	https://themejunction.net/html/logiland/demo/assets/css/sal.css	M:/New%20folder%20(3)/AGOL/themejunction.net/html/logiland/demo/assets/css/sal.css	(from https://themejunction.net/html/logiland/demo/index3.html)
21:18:17	6954/6954	---M-Z	200	added ('OK')	text/css	etag:%221b2a-650bd7d3-2035cbcaa72d40d0;gz%22	https://themejunction.net/html/logiland/demo/assets/css/magnific-popup.css	M:/New%20folder%20(3)/AGOL/themejunction.net/html/logiland/demo/assets/css/magnific-popup.css	(from https://themejunction.net/html/logiland/demo/index3.html)
21:18:17	19033/19033	---M-Z	200	added ('OK')	text/css	etag:%224a59-650bd7d4-66e839abfc9ba67e;gz%22	https://themejunction.net/html/logiland/demo/assets/css/swiper.min.css	M:/New%20folder%20(3)/AGOL/themejunction.net/html/logiland/demo/assets/css/swiper.min.css	(from https://themejunction.net/html/logiland/demo/index3.html)
21:18:17	4597/4597	---M-Z	200	added ('OK')	text/css	etag:%2211f5-650bd7d4-e0a58b0ce776d8b6;gz%22	https://themejunction.net/html/logiland/demo/assets/css/owl.carousel.css	M:/New%20folder%20(3)/AGOL/themejunction.net/html/logiland/demo/assets/css/owl.carousel.css	(from https://themejunction.net/html/logiland/demo/index3.html)
21:18:18	3233/3233	---M-Z	200	added ('OK')	text/css	etag:%22ca1-650bd7d4-6c1febfc08e6e666;gz%22	https://themejunction.net/html/logiland/demo/assets/css/odometer.min.css	M:/New%20folder%20(3)/AGOL/themejunction.net/html/logiland/demo/assets/css/odometer.min.css	(from https://themejunction.net/html/logiland/demo/index3.html)
21:18:18	4007/4007	---M-Z	200	added ('OK')	text/css	etag:%22fa7-650bd7d4-2514af23c0ce9acc;gz%22	https://themejunction.net/html/logiland/demo/assets/css/nice-select.css	M:/New%20folder%20(3)/AGOL/themejunction.net/html/logiland/demo/assets/css/nice-select.css	(from https://themejunction.net/html/logiland/demo/index3.html)
21:18:18	706710/706710	---M-Z	200	added ('OK')	text/css	etag:%22ac896-650bd7d3-8023521b4049ad88;gz%22	https://themejunction.net/html/logiland/demo/assets/css/icons.css	M:/New%20folder%20(3)/AGOL/themejunction.net/html/logiland/demo/assets/css/icons.css	(from https://themejunction.net/html/logiland/demo/index3.html)
21:18:19	65247/65247	---M-Z	200	added ('OK')	text/css	etag:%22fedf-650bd7d3-340c8e61d6a904a0;gz%22	https://themejunction.net/html/logiland/demo/assets/css/animate.css	M:/New%20folder%20(3)/AGOL/themejunction.net/html/logiland/demo/assets/css/animate.css	(from https://themejunction.net/html/logiland/demo/index3.html)
21:18:20	198008/198008	---M-Z	200	added ('OK')	text/css	etag:%2230578-650bd7d4-7bc39fb9d97fec75;gz%22	https://themejunction.net/html/logiland/demo/assets/css/style.css	M:/New%20folder%20(3)/AGOL/themejunction.net/html/logiland/demo/assets/css/style.css	(from https://themejunction.net/html/logiland/demo/index3.html)
21:18:20	52278/52278	---M-Z	200	added ('OK')	text/css	etag:%22cc36-650bd7d4-cbf89072baa6466a;gz%22	https://themejunction.net/html/logiland/demo/assets/css/responsive.css	M:/New%20folder%20(3)/AGOL/themejunction.net/html/logiland/demo/assets/css/responsive.css	(from https://themejunction.net/html/logiland/demo/index3.html)
21:18:20	3976/3976	---M--	200	added ('OK')	image/png	etag:%22f88-650bd7d7-c2aae515acc99a7b;;;%22	https://themejunction.net/html/logiland/demo/assets/images/logo/loder.png	M:/New%20folder%20(3)/AGOL/themejunction.net/html/logiland/demo/assets/images/logo/loder.png	(from https://themejunction.net/html/logiland/demo/index3.html)
21:18:21	89880/89880	---M-Z	200	added ('OK')	text/html	etag:%2215f18-650bd7d8-b7a2069f3dc64f05;gz%22	https://themejunction.net/html/logiland/demo/index.html	M:/New%20folder%20(3)/AGOL/themejunction.net/html/logiland/demo/index.html	(from https://themejunction.net/html/logiland/demo/index3.html)
21:18:21	11589/11589	---M--	200	added ('OK')	image/png	etag:%222d45-650bd7d7-ee8604c8d45c6bab;;;%22	https://themejunction.net/html/logiland/demo/assets/images/logo/logo.png	M:/New%20folder%20(3)/AGOL/themejunction.net/html/logiland/demo/assets/images/logo/logo.png	(from https://themejunction.net/html/logiland/demo/index3.html)
21:18:21	3835/3835	---M--	200	added ('OK')	image/png	etag:%22efb-650bd7d7-46285cf58f035b8a;;;%22	https://themejunction.net/html/logiland/demo/assets/images/logo/logo2.png	M:/New%20folder%20(3)/AGOL/themejunction.net/html/logiland/demo/assets/images/logo/logo2.png	(from https://themejunction.net/html/logiland/demo/index3.html)
21:18:21	110075/110075	---M-Z	200	added ('OK')	text/html	etag:%221adfb-650bd7d8-219dd758ce78ff5d;gz%22	https://themejunction.net/html/logiland/demo/index2.html	M:/New%20folder%20(3)/AGOL/themejunction.net/html/logiland/demo/index2.html	(from https://themejunction.net/html/logiland/demo/index3.html)
21:18:22	64265/64265	---M-Z	200	added ('OK')	text/html	etag:%22fb09-650bd7d3-c2ebdb4c6d8ff549;gz%22	https://themejunction.net/html/logiland/demo/about.html	M:/New%20folder%20(3)/AGOL/themejunction.net/html/logiland/demo/about.html	(from https://themejunction.net/html/logiland/demo/index3.html)
